Min. of Transport & Aviation,Kabineh M. KALLON,#NAME?
Min. of Water Resources,"Jonathan TENGBE, Dr.",#NAME?
Min. of Works & Public Assets,Raymond Ernest Denison de Souza GEORGE,#NAME?
Min. of Youth Affairs,Mohamed BANGURA,#NAME?
"Resident Min., East",Andrew FATORMA,#NAME?
"Resident Min., North",Abu Abu KOROMA,#NAME?
"Resident Min., North West",Haja Isata ABDULAI-KAMARA,#NAME?
"Resident Min., South",Mohamed K. ALIE,#NAME?
"Governor, Central Bank","Patrick Saidu CONTEH, Dr.",#NAME?
Ambassador to the US,Bockari Kortu STEVENS,#NAME?
"Permanent Representative to the UN, New York",Vandi Chidi MINAH,#NAME?
,Singapore,Singapore
,Last Updated:  25 May 2018,Last Updated:  25 May 2018
Pres.,HALIMAH Yacob,#NAME?
Prime Min.,LEE Hsien Loong,#NAME?
Dep. Prime Min.,Tharman SHANMUGARATNAM,#NAME?
Dep. Prime Min.,"TEO Chee Hean, RAdm. (Ret.)",#NAME?
"Coordinating Min. for Economic & Social Policies, Prime Minister's Office",Tharman SHANMUGARATNAM,#NAME?
"Coordinating Min. for Infrastructure, Prime Minister's Office",KHAW Boon Wan,#NAME?
"Coordinating Min. for National Security, Prime Minister's Office","TEO Chee Hean, RAdm. (Ret.)",#NAME?
Min. for Communication & Information,S. ISWARAN,#NAME?
"Min. for Culture, Community, & Youth",Grace FU Hai Yen,#NAME?
Min. for Defense,"NG Eng Hen, Dr.",#NAME?
Min. of Education,ONG Ye Kung,#NAME?
Min. for the Environment & Water Resources,MASAGOS Zulkifli,#NAME?
Min. for Finance,HENG Swee Keat,#NAME?
Min. for Foreign Affairs,Vivian BALAKRISHNAN,#NAME?
Min. for Health,GAN Kim Yong,#NAME?
Min. for Home Affairs,K. SHANMUGAM,#NAME?
Min. for Law,K. SHANMUGAM,#NAME?
Min. for Manpower,Josephine TEO,#NAME?
Min. in Charge of Muslim Affairs,MASAGOS Zulkifli,#NAME?
Min. for National Development,Lawrence WONG,#NAME?
Min. for Social & Family Development,Desmond LEE,#NAME?
Min. for Trade & Industry (Industry),CHAN Chun Sing,#NAME?
Min. for Transport,KHAW Boon Wan,#NAME?
"Min., Prime Minister's Office",Indranee RAJAH,#NAME?
"Min., Prime Minister's Office",NG Chee Meng,#NAME?
"Min., Prime Minister's Office",,#NAME?
"Min., Prime Minister's Office",,#NAME?
"Chmn., Monetary Authority of Singapore",Tharman SHANMUGARATNAM,#NAME?
Ambassador to the US,Ashok Kumar MIRPURI,#NAME?
"Permanent Representative to the UN, New York",Karen TAN,#NAME?
,Slovakia,Slovakia
,Last Updated:  11 May 2018,Last Updated:  11 May 2018
Pres.,Andrej KISKA,#NAME?
Prime Min.,Peter PELLEGRINI,#NAME?
Dep. Prime Min.,Peter KAZIMIR,#NAME?
Dep. Prime Min.,Gabriela MATECNA,#NAME?
Dep. Prime Min.,Laszlo SOLYMOS,#NAME?
Dep. Prime Min. for Investment and Information,Richard RASI,#NAME?
Min. of Agriculture & Rural Development,Gabriela MATECNA,#NAME?
Min. of Culture,Lubica LASSAKOVA,#NAME?
Min. of Defense,Peter GAJDOS,#NAME?
Min. of Economy,Peter ZIGA,#NAME?
"Min. of Education, Science, Research, & Sport",Martina LUBYOVA,#NAME?
Min. of Environment,Laszlo SOLYMOS,#NAME?
Min. of Finance,Peter KAZIMIR,#NAME?
Min. of Foreign & European Affairs,Miroslav LAJCAK,#NAME?
Min. of Health,Andrea KALAVSKA,#NAME?
Min. of Interior,Denisa SAKOVA,#NAME?
Min. of Justice,Gabor GAL,#NAME?
"Min. of Labor, Social Affairs, & Family",Jan RICHTER,#NAME?
Min. of Transportation & Construction,Arpad ERSEK,#NAME?
"Governor, National Bank of Slovakia",Jozef MAKUCH,#NAME?
Ambassador to the US,Peter KMEC,#NAME?
"Permanent Representative to the UN, New York",Frantisek RUZICKA,#NAME?
,Slovenia,Slovenia
,Last Updated:  29 Sep 2017,Last Updated:  29 Sep 2017
Pres.,Borut PAHOR,#NAME?
Prime Min.,Miro CERAR,#NAME?
Dep. Prime Min.,Karl ERJAVEC,#NAME?
Dep. Prime Min.,Boris KOPRIVNIKAR,#NAME?
Dep. Prime Min.,Dejan ZIDAN,#NAME?
"Min. of Agriculture, Food, & Forestry",Dejan ZIDAN,#NAME?
Min. of Culture,Anton PERSAK,#NAME?
Min. of Defense,Andreja KATIC,#NAME?
Min. of Economic Development & Technology,Zdravko POCIVALSEK,#NAME?
"Min. of Education, Science, & Sport",Maja MAKOVEC BRENCIC,#NAME?
Min. of Environment & Spatial Planning,Irena MAJCEN,#NAME?
Min. of Finance,Mateja VRANICAR ERMAN,#NAME?
Min. of Foreign Affairs,Karl ERJAVEC,#NAME?
Min. of Health,Milojka KOLAR CELARC,#NAME?
Min. of Infrastructure,Peter GASPERSIC,#NAME?
Min. of Interior,Vesna GYORKOS ZNIDAR,#NAME?
Min. of Justice,Goran KLEMENCIC,#NAME?
"Min. of Labor, Family, Social Affairs, & Equal Opportunity",Anja Kopac MRAK,#NAME?
Min. for Public Admin.,Boris KOPRIVNIKAR,#NAME?
"Min. Without Portfolio for Development, Strategic Projects, & Cohesion",Alenka SMERKOLJ,#NAME?
Min. Without Portfolio for Slovenians Abroad,Gorazd ZMAVC,#NAME?
"Governor, Bank of Slovenia",Bostjan JAZBEC,#NAME?
Ambassador to the US,Stanislav VIDOVIC,#NAME?
"Permanent Representative to the UN, New York",Darja BAVDAZ KURET,#NAME?
,Solomon Islands,Solomon Islands
,Last Updated:  30 Nov 2018,Last Updated:  30 Nov 2018
Governor Gen.,Ajilon NASIU,#NAME?
Prime Min.,Rick HOUENIPWELA,#NAME?
Dep. Prime Min.,Manasseh SOGAVARE,#NAME?
Min. of Agriculture & Livestock,Maeue Augustine AUGA,#NAME?
"Min. of Commerce, Industry, Labor, & Immigration",William Bradford MARAU,#NAME?
Min. of Communication & Aviation,Peter Shanel AGOVAKA,#NAME?
Min. of Culture & Tourism,Bartholomew PARAPOLO,#NAME?
Min. of Education & Human Resource Development,John Dean KUKU,#NAME?
Min. of Energy & Mines,Bradley TOVOSIA,#NAME?
Min. of Environment & Conservation,"Culwick TOGAMANA, Dr.",#NAME?
Min. of Finance & Treasury,Manasseh SOGAVARE,#NAME?
Min. of Fisheries & Marine Resources,John MANENIARU,#NAME?
Min. of Foreign Affairs & External Trade,George Milner TOZAKA,#NAME?
Min. of Forestry & Research,Samuel MANETOALI,#NAME?
Min. of Health & Medical Services,"Tautai Agikimau KAITU'U, Dr.",#NAME?
Min. of Home Affairs,Commins MEWA,#NAME?
Min. of Infrastructure Development,Stanley Festus SOFU,#NAME?
Min. of Justice & Legal Affairs,Derrick MANUARI,#NAME?
Min. of Lands & Housing,Andrew MANEPORA,#NAME?
Min. of National Development Planning & Aid Coordination,Jeremiah MANELE,#NAME?
"Min. of National Unity, Reconciliation, & Peace",Ishmael Mali AVUI,#NAME?
Min. of Police & National Security,Moses GARU,#NAME?
Min. of Provincial Govt. & Institutional Strengthening,Samuel GHIRO,#NAME?
Min. of Public Service,Connelly SANDAKABATU,#NAME?
Min. of Rural Development & Indigenous Affairs,Duddley KOPU,#NAME?
Min. of Tourism,Bodo DETTKE,#NAME?
"Min. of Women, Youth, & Children Affairs",Freda A. B. Tuki SORIACOMUA,#NAME?
"Governor, Central Bank",Denton RARAWA,#NAME?
Ambassador to the US,Robert SISILO,#NAME?
"Permanent Representative to the UN, New York",Robert SISILO,#NAME?
,Somalia,Somalia
,Last Updated:  4 Apr 2017,Last Updated:  4 Apr 2017
Pres.,"Mohamed Abdullahi Mohamed ""FARMAJO""",#NAME?
Prime Min.,Hassan Ali KHAYRE,#NAME?
Dep. Prime Min.,Mahdi Ahmed Guled KHADAR,#NAME?
Min. of Agriculture,Said Hussein EID,#NAME?
Min. of Civil Aviation & Land Transport,Mohamed Abdullahi SALAD,#NAME?
Min. of Constitutional Affairs,Abdirahman Hosh JIBRIL,#NAME?
Min. of Defense,Abdirashid Abdullahi Mohamed OCHA,#NAME?
Min. of Education,Abdirahman Dahir OSMAN,#NAME?
Min. of Energy & Water,Salim Aliyow IBROW,#NAME?
Min. of Finance,Abdirahman DUALE Beileh,#NAME?
Min. of Fisheries & Maritime Resources,"Abdirahman Mohamed Abdi HASHI, Dr.",#NAME?
Min. of Foreign Affairs & Intl. Cooperation,Yusuf GARAD Omar,#NAME?
Min. of Health,"Fowzia Abikar NUUR, Dr.",#NAME?
Min. of Information & Public Engagement,"Abdirahman Omar Osman ""YARISOW""",#NAME?
Min. of Interior Federal Affairs & Reconciliation,Abdi Farah Said JUHA,#NAME?
Min. of Internal Security,Abukar Islow DUALE,#NAME?
Min. of Justice,Hassan HUSSEIN Haji,#NAME?
Min. of Labor,Salah Ahmed JAMA,#NAME?
Min. of Livestock,Sheikhnuur Mohamed HASSAN,#NAME?
Min. of Petroleum & Mineral Resources,Abdirashid Mohamed AHMED,#NAME?
"Min. of Planning, Investment, & Economic Development",Gamal Mohamed HASSAN,#NAME?
Min. of Ports & Maritime Transport,Marian AWEIS Jama,#NAME?
Min. of Posts & Telecommunications,Abdi ANSHUR Hassan,#NAME?
Min. of Public Works & Reconstruction,"ABAS Abdullahi Sheikh ""Siraji""",#NAME?
Min. of Relief & Disaster Management,Maryan QAASIM Ahmed,#NAME?
Min. of Religious Affairs,Iiman Abdullahi ALI,#NAME?
Min. of Trade & Industry,Khadra Ahmed DUALE,#NAME?
Min. of Women & Human Rights,Deqa YASIN Haji Yusuf,#NAME?
Min. of Youth & Sports,Khadija Mohamed DIRIYE,#NAME?
"Governor, Central Bank",Bashir Isse ALI,#NAME?
Ambassador to the US,Ahmed Issa AWAD,#NAME?
"Permanent Representative to the UN, New York",Elmi Ahmed DUALE,#NAME?
,South Africa,South Africa
,Last Updated:  31 Dec 2018,Last Updated:  31 Dec 2018
Pres.,Matamela Cyril RAMAPHOSA,#NAME?
Dep. Pres.,David MABUZA,#NAME?
Min. of Communications,Stella NDABENI-ABRAHAMS,#NAME?
Min. of Cooperative Governance & Traditional Affairs,Zweli MKHIZE,#NAME?
Min. of Defense & Military Veterans,Nosiviwe Noluthando MAPISA-NQAKULA,#NAME?
Min. of Economic Development,Ebrahim PATEL,#NAME?
Min. of Energy,Jeffrey RADEBE,#NAME?
Min. of Environmental Affairs,Nomvula MOKONYANE,#NAME?
Min. of Finance,Nhlanhla NENE,#NAME?
Min. of Foreign Affairs & Cooperation,Lindiwe SISULU,#NAME?
Min. of Health,"Pakishe Aaron MOTSOALEDI, Dr.",#NAME?
Min. of Higher Education & Training,Naledi PANDOR,#NAME?
Min. of Home Affairs,Blade NZIMANDE,#NAME?
Min. of Human Settlements,Nomaindia MFEKETO,#NAME?
Min. of Intl. Relations & Cooperation,Lindiwe SISULU,#NAME?
Min. of Justice & Constitutional Development,Michael MASUTHA,#NAME?
Min. of Mineral Resources,Gwede MANTASHE,#NAME?
Min. of Police,Bheki CELE,#NAME?
Min. of Public Enterprises,Pravin GORDHAN,#NAME?
Min. of Public Service & Admin.,Ayanda DLODLO,#NAME?
Min. of Public Works,Thulas NXESI,#NAME?
Min. of Rural Development & Land Reform,Maite NKOANA-MASHABANE,#NAME?
Min. of Science & Technology,Nkhensani KUBAYI-NGUBANE,#NAME?
Min. of Social Development,Susan SHABANGU,#NAME?
Min. of Sport & Recreation,Tokozile XASA,#NAME?
Min. of State Security,Dipuo LETSATSI-DUBA,#NAME?
Min. of Tourism,Derek HANEKOM,#NAME?
Min. of Trade & Industry,Robert Haydn DAVIES,#NAME?
Min. of Transport,Blade NZIMANDE,#NAME?
Min. of Water & Sanitation,Gugile NKWINTI,#NAME?
"Min. in the Presidency for Planning, Monitoring, & Evaluation",Nkosazana DLAMINI-ZUMA,#NAME?
Min. in the Presidency for Women,Bathabile DLAMINI,#NAME?
"Governor, South African Reserve Bank",Elias Lesetja KGANYAGO,#NAME?
Ambassador to the US,Mninwa Johannes MAHLANGU,#NAME?
"Permanent Representative to the UN, New York",Jerry MATJILA,#NAME?
,South Sudan,South Sudan
,Last Updated:  30 Nov 2018,Last Updated:  30 Nov 2018
Pres.,Salva KIIR Mayardit,#NAME?
First Vice Pres.,TABAN Deng Gai,#NAME?
Vice Pres.,James Wani IGGA,#NAME?
Min. of Agriculture & Food Security,Onyoti Adigo NYIKWAC,#NAME?
Min. of Cabinet Affairs,Martin Elia LOMURO,#NAME?
"Min. of Culture, Youth, & Sports",Nadia Arop DUDI,#NAME?
Min. of Defense & Veterans Affairs,Kuol MANYANG Juuk,#NAME?
Min. of Energy & Dams,Dhieu MATHOK Diing,#NAME?
Min. of Environment & Forestry,Josephine NAPWON,#NAME?
Min. of Federal Affairs,Richard K. MULLA,#NAME?
Min. of Finance & Economic Planning,Salvatore Garang MABIORDIT,#NAME?
Min. of Foreign Affairs & Intl. Cooperation,Nhial Deng NHIAL,#NAME?
"Min. of Gender, Child, & Social Welfare",Awut Deng ACUIL,#NAME?
Min. of General Educations & Instruction,DENG Deng Hoc,#NAME?
Min. of Health,Riek Gai KOK,#NAME?
"Min. of Higher Education, Science, & Technology",Yien TUT,#NAME?
Min. of Humanitarian Affairs & Disaster Management,Hussein Mar NYUOT,#NAME?
"Min. of Information, Telecommunications, & Postal Services",Michael Makuei LUETH,#NAME?
Min. of Interior,Michael Tiangjiek MUT,#NAME?
Min. of Justice,Paulino WANAWILLA Onango,#NAME?
"Min. of Labor, Public Service, & Human Resource Development","James HOTH MAI, Gen.",#NAME?
"Min. of Lands, Housing, & Urban Development",Alfred Lado GORE,#NAME?
Min. of Livestock & Fisheries,James Jenga DUKU,#NAME?
Min. of Mining,Gabriel Thokuj DENG,#NAME?
Min. of the Office of the Pres.,Mayik Ayii DENG,#NAME?
Min. of the Office of the Pres. for National Security Service,"Obuto Issac Mamur METE, Gen.",#NAME?
Min. of Parliamentary Affairs,Peter BASHIR Gbandi,#NAME?
Min. of Petroleum,Ezekiel Lol GATKUOTH,#NAME?
Min. of Roads & Bridges,Rebecca Joshua OKWACHI,#NAME?
Min. of Trade & Industry,Paul MAYOM Akec,#NAME?
Min. of Transport,John LUK Jok,#NAME?
Min. of Water Resources & Irrigation,Sofia A. GAI,#NAME?
"Min. of Wildlife, Conservation, & Tourism",Jemma Nunu KUMBA,#NAME?
"Governor, Central Bank of South Sudan",Dier Tong NGOR,#NAME?
Ambassador to the US,Philip Jada NATANA,#NAME?
"Permanent Representative to the UN, New York",Akuei Bona MALWAL,#NAME?
,Spain,Spain
,Last Updated:  14 Sep 2018,Last Updated:  14 Sep 2018
King,FELIPE VI,#NAME?
Pres. of the Govt.,Pedro SANCHEZ Perez-Castejon,#NAME?
Vice Pres. of the Govt.,Maria del Carmen CALVO Poyato,#NAME?
"Min. of Agriculture, Fishery, & Nutrition",Luis PLANAS Puchades,#NAME?
Min. of Culture & Sports,Jose GUIRAO Cabrera,#NAME?
Min. of Defense,Margarita ROBLES Fernandez,#NAME?
Min. of Ecological Transition,Teresa RIBERA Rodriguez,#NAME?
Min. of Economy & Business Affairs,Nadia CALVINO Santamaria,#NAME?
Min. of Education & Vocational Training; Govt. Spokesperson,Maria Isabel CELAA Dieguez,#NAME?
Min. of Finance,Maria Jesus MONTERO Cuadrado,#NAME?
"Min. of Foreign Affairs, EU, & Intl. Cooperation",Josep BORRELL Fontelles,#NAME?
Min. of Health & Social Welfare,Maria Luisa CARCEDO Roces,#NAME?
"Min. of Industry, Commerce, & Tourism",Reyes MAROTO Illera,#NAME?
Min. of Interior,Fernando GRANDE-MARLASKA Gomez,#NAME?
Min. of Justice,Dolores DELGADO Garcia,#NAME?
"Min. of Labor, Migration, & Social Security",Magdalena VALERIO Cordero,#NAME?
Min. of Public Works,Jose Luis ABALOS Meco,#NAME?
"Min. of the Presidency, Parliamentary Relations, & Equality",Maria del Carmen CALVO Poyato,#NAME?
"Min. of Science, Innovation, & Universities",Pedro Francisco DUQUE,#NAME?
Min. of Territorial Policy & Relations with Autonomous Communities,Maritxell BATET Lamana,#NAME?
"Governor, Bank of Spain",Luis Maria LINDE de Castro,#NAME?
Ambassador to the US,Santiago CABANAS Ansorena,#NAME?
"Permanent Representative to the UN, New York",Agustin SANTOS Maraver,#NAME?
,Sri Lanka,Sri Lanka
,Last Updated:  8 May 2018,Last Updated:  8 May 2018
Pres.,Maithripala SIRISENA,#NAME?
Prime Min.,Ranil WICKREMESINGHE,#NAME?
Min. of Agriculture,Mahinda AMARAWEERA,#NAME?
Min. of Defense,Maithripala SIRISENA,#NAME?
Min. of Development Assignments,Thilak MARAPANA,#NAME?
Min. of Development Strategies & Intl. Trade,Malik SAMARAWICKREMA,#NAME?
Min. of Education,Akila Viraj KARIYAWASAM,#NAME?
Min. of Finance & Mass Media,Mangala Pinsiri SAMARAWEERA,#NAME?
Min. of Fisheries & Aquatic Resources Development & Rural Economy,Vijith Vijayamuni ZOYSA,#NAME?
Min. of Foreign Affairs,Thilak MARAPANA,#NAME?
"Min. of Health, Nutrition, & Indigenous Medicine",Rajitha SENRATHNE,#NAME?
Min. of Higher Education & Cultural Affairs,Wijedasa RAJAPAKSHE,#NAME?
Min. of Highways & Road Development,Kabir HASHIM,#NAME?
"Min. of Hill Country New Villages, Infrastructure, & Community",,#NAME?
Development,Udelappan Palani DIGAMBARAM,#NAME?
Min. of Home Affairs,Vajira ABEYWARDENA,#NAME?
Min. of Housing & Construction,Sajith PREMADASA,#NAME?
Min. of Industry & Commerce,Rishad BATHIYUTHEEN,#NAME?
Min. of Internal Affairs & Wayamba Development,S.B. NAVINNA,#NAME?
Min. of Irrigation & Water Resource Management & Disaster,,#NAME?
Management,Duminda DISSANAYAKE,#NAME?
Min. of Justice & Prison Reforms,Thalatha ATUKORALE,#NAME?
Min. of Labor & Trade Union Relations,Ravindra SAMARAWEERA,#NAME?
Min. of Lands,M. K. D. S. GUNAWARDENE,#NAME?
Min. of Lands & Parliamentary Reforms,Gayantha KARUNATILAKE,#NAME?
Min. of Law & Order,Ranjith Madduma BANDARA,#NAME?
Min. of Mahaweli Development & Environment,Maithripala SIRISENA,#NAME?
Min. of Megapolis & Western Development,Patali Champika RANAWAKA,#NAME?
"Min. of National Coexistence, Reconciliation, & Official Languages",Mano GANESAN,#NAME?
Min. of National Policies & Economic Affairs,Ranil WICKREMESINGHE,#NAME?
Min. of Petroleum Resources Development,Arjuna RANATUNGA,#NAME?
Min. of Plantation Industries,Navin DISSANAYAKE,#NAME?
Min. of Ports & Shipping,Mahinda SAMARASINGHE,#NAME?
"Min. of Posts, Postal Services, & Muslim Religious Affairs",Mohamed Hashim Abdul HALEEM,#NAME?
Min. of Power & Renewable Energy,Ranjith SIYAMBALAPITIYA,#NAME?
"Min. of Project Management, Youth Affairs, & Southern Development",Sagala RATNAYAKE,#NAME?
Min. of Provincial Councils & Local Govt.,Faiszer MUSTHAPHA,#NAME?
Min. of Public Admin. & Management,Ranjith Madduma BANDARA,#NAME?
Min. of Public Enterprise & Kandy Development,Kabir HASHIM,#NAME?
"Min. of Rehabilitation, Resettlement, Northern Development, & Hindu",,#NAME?
Religious Affairs,D.M. SWAMINATHAN,#NAME?
"Min. of Science, Technology, Research, Skills Development & Vocational",,#NAME?
"Training, & Hill Country Heritage",Sarath AMUNUGAMA,#NAME?
Min. of Social Empowerment,P. HARRISON,#NAME?
Min. of Social Welfare & Primary Industries,Daya GAMAGE,#NAME?
"Min. of Sustainable Development, Wildlife, & Regional Development",Sarath FONSEKA,#NAME?
Min. of Telecommunication & Digital Infrastructure,Harin FERNANDO,#NAME?
Min. of Tourism Development & Christian Religious Affairs,John A. E. AMARATHUNGA,#NAME?
Min. of Transport & Civil Aviation,Nimal Siripala de SILVA,#NAME?
Min. of Urban Planning & Water Supply,Rauf HAKEEM,#NAME?
Min. of Wildlife & Buddha Sasana,Gamini Jayawickrama PERERA,#NAME?
Min. of Women & Child Affairs,Chandrani BANDARA,#NAME?
Min. of Sports,Faiszer MUSTHAPHA,#NAME?
"Permanent Representative to the UN, New York",Amrith Rohan PERERA,#NAME?
"Governor, Central Bank",Arjuna MAHENDRAN,#NAME?
Ambassador to the US,Prasad KARIYAWASAM,#NAME?
,Sudan,Sudan
,Last Updated:  14 Mar 2019,Last Updated:  14 Mar 2019
Pres.,"Umar Hassan Ahmad al-BASHIR, Field Mar.",#NAME?
Prime Min.,Mohamed Tahir AILA,#NAME?
First Vice Pres.,"Awad al-Karim Ahmad Muhammad Ibn AUF, Lt. Gen.",#NAME?
Second Vice Pres.,Osman Yousif KIBIR,#NAME?
Min. of Agriculture & Forestry,Rudhwan Mohamed Ahmed MURJAN,#NAME?
Min. of Animal Resources & Fisheries,Ibrahim Yousif MOHAMED,#NAME?
Min. of Cabinet Affairs,Ahmad Sa'd UMAR,#NAME?
Min. of Council of Ministers,Hashim Ali Muhammad SALIM,#NAME?
"Min. of Culture, Tourism, & Antiquities",Al Samawa Khalafallah al QURAISH,#NAME?
Min. at Decentralization Bureau,Faisal Hassan IBRAHIM,#NAME?
Min. of Defense,"Awad al-Karim Ahmad Muhammad Ibn AUF, Lt. Gen.",#NAME?
"Min. of Environment, Natural Resources, & Urban Development",Hassan Abdel Qader HILAL,#NAME?
Min. of the Fed. Governance Office,"Barakat Musa al-HAWATI, Prof.",#NAME?
Min. of Finance & Economic Planning,Magdi Hassan YASSIN,#NAME?
Min. of Foreign Affairs & Intl. Cooperation,DIRDEIRY Muhammad Ahmad,#NAME?
Min. of Gen. Education,Al-Khair al-Nour al-MUBRAK,#NAME?
Min. of Guidance & Endowments,ABU-BAKR Uthman Ibrahim,#NAME?
Min. of Health,"Al-Saddiq Majouba Al-TAYEB, Dr.",#NAME?
Min. of Higher Education & Scientific Research,"Suhair Ahmed SALAH, Dr.",#NAME?
Min. of Industry & Trade,Hamid MUMTAZ,#NAME?
"Min. of Information, Communication, & Information Technology",Hassan Ismail Sid AHMED,#NAME?
Min. of Interior,Bushara Jumma AROR,#NAME?
Min. of Investment,Mubarak al-Fadil al-MAHDI,#NAME?
Min. of Justice & Prosecutor Gen.,Mohamed Ahmed SALIM,#NAME?
"Min. of Labor, Admin. Reform, & Human Resources Development",Bahar Idris ABU GARDA,#NAME?
Min. of Minerals,"Mohamed Abu Fatma ABDALLA, Dr.",#NAME?
Min. of Petroleum & Gas,Ishaq Adam BASHIR Jamaa,#NAME?
Min. of Presidential Affairs,Fadl ABDULLAH Fadl,#NAME?
Min. of Transport & Urban Development,Hatim al-SIR Ali,#NAME?
"Min. of Water Resources, Irrigation, & Electricity","Osman al-Tom HAMAD, Dr.",#NAME?
Min. of Welfare & Social Security,"Sua'ad al-Karib, Dr.",#NAME?
Min. of Youth & Sport,"Abu-al-Bishr 'Abd-al-Rahman Yusuf, Dr.",#NAME?
Attorney Gen.,Omer AHMED Mohamed,#NAME?
"Governor, Central Bank of Sudan",Hussein Yahya GANGOL,#NAME?
"Charge d'Affaires, Embassy, Washington",Mohamed ATTA al-Moula Abbas,#NAME?
"Permanent Representative to the UN, New York",Omer DAHAB Fadl Mohamed,#NAME?
,Suriname,Suriname
,Last Updated:  18 Apr 2018,Last Updated:  18 Apr 2018
Pres.,Desire Delano BOUTERSE,#NAME?
Vice Pres.,Ashwin ADHIN,#NAME?
Chair of the Council of Ministers,Ashwin ADHIN,#NAME?
"Min. of Agriculture, Animal Husbandry, & Fisheries",Lekhram SOERDJAN,#NAME?
Min. of Defense,"Ronni BENSCHOP, Brig. Gen.",#NAME?
"Min. of Education, Science, & Culture",Lilian FERRIER,#NAME?
Min. of Finance,Gillmore HOEFDRAAD,#NAME?
Min. of Foreign Affairs,Yldiz POLLACK-BEIGHLE,#NAME?
Min. of Internal Affairs,Faizel Mohamed (Mike) NOERSALI,#NAME?
Min. of Justice & Police,Stuart GETROUW,#NAME?
Min. of Labor,Soewarto MOESTADJA,#NAME?
Min. of Natural Resources,Regilio DODSON,#NAME?
Min. of Public Health,Antoine ELIAS,#NAME?
Min. of Regional Development,Edgar DIKAN,#NAME?
Min. of Social Affairs & Housing,Cristien POLAK,#NAME?
"Min. of Spatial Planning, Land, & Forest Management",Roline SAMSOEDIEN,#NAME?
Min. of Sport & Youth Affairs,Lalinie GOPAL,#NAME?
"Min. of Trade, Industry, & Tourism",Stephen TSANG,#NAME?
"Min. of Public Works, Transport, & Communication",Patrick PENGEL,#NAME?
"Governor, Central Bank",Glenn GERSIE,#NAME?
Ambassador to the US,Niermala Sakoentala BADRISING,#NAME?
"Permanent Representative to the UN, New York",Henry Leonard MAC-DONALD,#NAME?
,Sweden,Sweden
,Last Updated:  6 Feb 2019,Last Updated:  6 Feb 2019
King,CARL XVI GUSTAF,#NAME?
Prime Min.,Stefan LOFVEN,#NAME?
Deputy Prime Min.,Isabella LOVIN,#NAME?
Min. for Culture & Democracy,Amanda LIND,#NAME?
Min. for Defense,Peter HULTQVIST,#NAME?
Min. for Education & Research,Anna EKSTROM,#NAME?
Min. for Employment,Ylva JOHANSSON,#NAME?
Min. for Energy & Digital Development,Anders YGEMAN,#NAME?
Min. for Enterprise,Ibrahim BAYLAN,#NAME?
Min. for the Environment & Climate,Isabella LOVIN,#NAME?
Min. for EU Affairs,Hans DAHLGREN,#NAME?
Min. for Finance,Magdalena ANDERSSON,#NAME?
Min. for Financial Markets & Housing,Per BOLUND,#NAME?
Min. for Foreign Affairs,Margot WALLSTROM,#NAME?
Min. for Foreign Trade,Ann LINDE,#NAME?
Min. for Gender Equality,Asa LINDHAGEN,#NAME?
Min. for Health & Social Affairs,Lena HALLENGREN,#NAME?
Min. for Higher Education & Research,Matilda ERNKRANS,#NAME?
Min. for Housing & Digital Development,Peter ERIKSSON,#NAME?
Min. for Infrastructure,Tomas ENEROTH,#NAME?
Min. for Intl. Development Cooperation,Peter ERIKSSON,#NAME?
Min. for Home Affairs,Mikael DAMBERG,#NAME?
Min. for Justice & Migration,Morgan JOHANSSON,#NAME?
Min. for Public Admin.,Ardalan SHEKARABI,#NAME?
Min. for Rural Affairs,Jennie NILSSON,#NAME?
Min. for Social Security,Annika STRANDHALL,#NAME?
"Governor, Swedish Central Bank",Stefan INGVES,#NAME?
Ambassador to the US,Karin OLOFSDOTTER,#NAME?
"Permanent Representative to the UN, New York",Bjorn Olof SKOOG,#NAME?
,Switzerland,Switzerland
,Last Updated:  2 Jan 2019,Last Updated:  2 Jan 2019
"Pres., Swiss Confederation",Ueli MAURER,#NAME?
Vice Pres.,Simonetta SOMMARUGA,#NAME?
"Chief, Federal Dept. of Defense, Civil Protection, & Sports",Viola AMHERD,#NAME?
"Chief, Federal Dept. of Economic Affairs, Education, & Research",Guy PARMELIN,#NAME?
"Chief, Federal Dept. of the Environment, Transport, Energy &",,#NAME?
Communications,Simonetta SOMMARUGA,#NAME?
"Chief, Federal Dept. of Finance",Ueli MAURER,#NAME?
"Chief, Federal Dept. of Foreign Affairs",Ignazio CASSIS,#NAME?
"Chief, Federal Dept. of Home Affairs",Alain BERSET,#NAME?
"Chief, Federal Dept. of Justice & Police",Karin KELLER-SUTTER,#NAME?
Federal Chancellor,Walter THURNHERR,#NAME?
"Pres., Swiss National Bank",Jean STUDER,#NAME?
Ambassador to the US,Martin DAHINDEN,#NAME?
"Permanent Representative to the UN, New York",Juerg LAUBER,#NAME?
,Syria,Syria
,Last Updated:  15 Feb 2019,Last Updated:  15 Feb 2019
Pres.,Bashar al-ASAD,#NAME?
Vice Pres.,Najah al-ATTAR,#NAME?
Prime Min.,Imad Muhammad Dib KHAMIS,#NAME?
Dep. Prime Min.,Walid al-MUALEM,#NAME?
Dep. Prime Min. for Services Affairs,Umar Ibrahim GHALAWANJI,#NAME?
Min. of Admin. Development,"Hassan al-NURI, Dr.",#NAME?
Min. of Agriculture & Agrarian Reform,Ahmad al-QADRI,#NAME?
